iter	RMSE
234	107.6652914
235	107.4703823
236	107.3415581
237	107.10465
238	106.7149945
239	106.4730081
240	106.1595937
241	105.9437
242	105.7309819
243	105.4992981
244	105.3252117
245	104.9396417
246	104.7618008
247	104.4899142
248	104.2973603
249	104.0442173
250	103.7029339
251	103.4610018
252	103.2311469
253	102.9870125
254	102.8936542
255	102.5820529
256	102.4146978
257	102.0356264
258	101.7419509
259	101.3434039
260	101.2081014
261	100.7504977
262	100.4606555
263	100.2289268
264	100.0249192
265	99.83171488
266	99.56022888
267	99.37458724
268	99.10731117
269	98.89601258
270	98.57547935
271	98.37620522
272	98.20861758
273	97.99435195
274	97.80793417
275	97.4448059
276	97.30070651
277	97.05778127
278	96.66891901
279	96.30286462
280	96.14634903
281	95.91234464
282	95.61775713
283	95.31836554
284	95.12146668
285	94.96863047
286	94.83169208
287	94.56447796
288	94.34352285
289	94.12679428
290	94.00754851
291	93.85060561
292	93.64583349
293	93.32271363
294	93.23021103
295	92.92223151
296	92.75202178
297	92.56336098
298	92.44894741
299	92.26820324
300	92.02586391
301	91.70397813
302	91.37216233
303	91.20149761
304	90.89392265
305	90.59875242
306	90.44112246
307	90.20462237
308	90.0048336
309	89.7935683
310	89.60531723
311	89.50796713
312	89.28501632
313	89.04781763
314	88.86765891
315	88.66574443
316	88.43724391
317	88.15376951
318	87.90522685
319	87.72190582
320	87.53066221
321	87.40615692
322	87.2234872
323	86.97941892
324	86.76029015
325	86.63056498
326	86.44715138
327	86.32936633
328	86.17300153
329	86.0135094
330	85.93378655
331	85.81669207
332	85.68749901
333	85.51425993
334	85.27721834
335	84.98780198
336	84.83725533
337	84.75715945
338	84.59253902
339	84.48843688
340	84.37531338
341	84.09806884
342	83.7896131
343	83.68590232
344	83.32857471
345	83.10463427
346	82.81433196
347	82.60434466
348	82.21744272
349	82.12063484
350	81.91726891
351	81.74201347
352	81.65442007
353	81.48375471
354	81.3338957
355	81.17603097
356	80.99619904
357	80.69971823
358	80.5249229
359	80.26219195
360	80.15566845
361	79.94853916
362	79.75823707
363	79.5900249
364	79.32081744
365	79.0008278
366	78.88906322
367	78.62551702
368	78.35023056
369	78.27569478
370	78.08894499
371	77.93087118
372	77.82848503
373	77.73018126
374	77.66366659
375	77.54692982
376	77.31157594
377	77.0911432
378	76.94646396
379	76.79088642
380	76.73790319
381	76.50545328
382	76.23473429
383	76.01095304
384	75.86836395
385	75.70938332
386	75.46773884
387	75.19242541
388	75.02339327
389	74.91163159
390	74.69764792
391	74.47410632
392	74.36919638
393	74.24415672
394	74.10916469
395	73.94116823
396	73.84713102
397	73.76453523
398	73.52059689
399	73.36100634
400	73.20381094
401	73.05112918
402	72.95302522
403	72.84347282
404	72.59391698
405	72.4122463
406	72.24009363
407	72.08652062
408	71.88679202
409	71.66393943
410	71.51530827
411	71.16813663
412	70.96336685
413	70.80291848
414	70.68125114
415	70.51843678
416	70.3966967
417	70.22066828
418	70.0447533
419	69.82623027
420	69.66397895
421	69.47869511
422	69.34667123
423	69.25623223
424	69.06443103
425	68.88296336
426	68.6949834
427	68.59502963
428	68.49963748
429	68.37806601
430	68.2060426
431	68.04445261
432	67.90829928
433	67.81809924
434	67.64608833
435	67.45474641
436	67.32635756
437	67.15076441
438	66.90864705
439	66.75351611
440	66.63568346
441	66.48190331
442	66.2249693
443	66.11644644
444	65.95337212
445	65.79463535
446	65.6564034
447	65.4821126
448	65.34708362
449	65.22854765
450	65.14662728
451	64.99712737
452	64.899846
453	64.84770603
454	64.76603885
455	64.71321979
456	64.56517219
457	64.43627588
458	64.31052456
459	64.09358359
460	64.02803638
461	63.91240382
462	63.80631287
463	63.71124954
464	63.69763871
465	63.56603792
466	63.40747156
467	63.27558241
468	63.22955341
469	63.04487496
470	62.83544004
471	62.77829569
472	62.74578264
473	62.60801114
474	62.53917229
475	62.47300176
476	62.31067758
477	62.23061619
478	62.07861199
479	62.01944052
480	61.89052394
481	61.74643974
482	61.58817478
483	61.43938654
484	61.40888684
485	61.2525475
486	61.18729955
487	61.08063167
488	60.96221
489	60.92720803
490	60.88136395
491	60.81515514
492	60.75266437
493	60.67244691
494	60.62034728
495	60.42803501
496	60.27970746
497	60.25090745
498	60.03585235
499	59.87243237
500	59.69945299
501	59.65793759
502	59.52401282
503	59.36484888
504	59.23865409
505	59.1875067
506	59.05834753
507	58.83024502
508	58.71490588
509	58.52220981
510	58.39556502
511	58.22973169
512	58.0504076
513	58.01940049
514	57.9013149
515	57.81045654
516	57.73675172
517	57.66685282
518	57.57318748
519	57.45483177
520	57.38537956
521	57.22696362
522	57.04268339
523	56.89676364
524	56.82852918
525	56.73107387
526	56.60763075
527	56.55317133
528	56.35739333
529	56.29833398
530	56.23711327
531	56.08051828
532	55.90173625
533	55.81605151
534	55.77358743
535	55.74188293
536	55.61490539
537	55.55432456
538	55.45024584
539	55.34076893
540	55.12182302
541	54.95979355
542	54.84398955
543	54.74934012
544	54.69192095
545	54.65134132
546	54.5209674
547	54.452465
548	54.35748545
549	54.20547371
550	54.14521758
551	54.05818948
552	53.93762845
553	53.82368454
554	53.67181407
555	53.58894297
556	53.50497656
557	53.40347433
558	53.32136488
559	53.18971594
560	53.06440509
561	52.9722075
562	52.88668191
563	52.85116567
564	52.7553044
565	52.67414638
566	52.57557236
567	52.45406257
568	52.42734088
569	52.33424542
570	52.23555028
571	52.16002509
572	52.06160079
573	51.94676689
574	51.82985909
575	51.72147631
576	51.64406787
577	51.58242736
578	51.48249882
579	51.45735763
580	51.3160215
581	51.17376457
582	51.05174584
583	50.91470827
584	50.83675132
585	50.77016312
586	50.75000155
587	50.74836821
588	50.68606266
589	50.60383023
590	50.51218351
591	50.4591687
592	50.40641654
593	50.33815139
594	50.25215768
595	50.11601665
596	50.02999245
597	49.95691943
598	49.87588029
599	49.82147731
600	49.74971025
601	49.65250996
602	49.58279346
603	49.49558916
604	49.4227419
605	49.26250044
606	49.22963526
607	49.19701694
608	49.13995699
609	49.07188903
610	48.95713603
611	48.83666545
612	48.72770157
613	48.60592971
614	48.49821942
615	48.38193147
616	48.30055347
617	48.1994195
618	48.04562335
619	48.01257432
620	47.97740361
621	47.89486087
622	47.81553594
623	47.77679978
624	47.71309456
625	47.67879018
626	47.52876045
627	47.45428655
628	47.36574356
629	47.29144329
630	47.17430758
631	47.00892898
632	46.9577279
633	46.91460976
634	46.8100005
635	46.72451797
636	46.63602723
637	46.54891941
638	46.53911241
639	46.49719001
640	46.43412618
641	46.29289761
642	46.21713
643	46.0602893
644	46.02479234
645	45.94243883
646	45.87637118
647	45.77980342
648	45.70812094
649	45.56482041
650	45.54582883
651	45.49071939
652	45.4427751
653	45.44086215
654	45.35929302
655	45.28343901
656	45.21065073
657	45.18719412
658	45.07379958
659	44.95281245
660	44.88785285
661	44.77886483
662	44.67966074
663	44.56222586
664	44.50398702
665	44.44659234
666	44.39670281
667	44.32130468
668	44.2350841
669	44.17202692
670	44.11184188
671	43.98193263
672	43.9151855
673	43.83086667
674	43.75821441
675	43.70526138
676	43.56799137
677	43.4933434
678	43.41563232
679	43.3910106
680	43.33546803
681	43.28688189
682	43.1733389
683	43.07483088
684	42.99358498
685	42.94265502
686	42.80347455
687	42.73287275
688	42.66026205
689	42.56186049
690	42.47538937
691	42.41941868
692	42.3428464
693	42.24356845
694	42.15372806
695	42.11538924
696	41.97802893
697	41.90280399
698	41.85449108
699	41.80631527
700	41.65293003
701	41.56494923
702	41.4392866
703	41.35032064
704	41.30282221
705	41.23419466
706	41.15157076
707	41.01077741
708	40.95569947
709	40.85892687
710	40.75969692
711	40.69763507
712	40.63662381
713	40.57512054
714	40.53010645
715	40.45409661
716	40.40082715
717	40.32552842
718	40.24759268
719	40.18354559
720	40.10719953
721	40.06166908
722	39.95530646
723	39.83715156
724	39.7272151
725	39.67897382
726	39.61140287
727	39.57729736
728	39.49978411
729	39.43562445
730	39.33267739
731	39.22165889
732	39.13083126
733	39.06428956
734	39.02318764
735	38.93373291
736	38.83336837
737	38.79403076
738	38.74550661
739	38.71386671
740	38.63735075
741	38.5938493
742	38.51653194
743	38.40615787
744	38.29904633
745	38.21519636
746	38.17144347
747	38.09500812
748	38.00031775
749	37.93891993
750	37.89949653
751	37.85459844
752	37.74981118
753	37.65962227
754	37.57291981
755	37.46879216
756	37.32307745
757	37.27284544
758	37.21494514
759	37.17401077
760	37.16081399
761	37.09573256
762	37.07077662
763	37.02682867
764	36.98677766
765	36.91677876
766	36.87611251
767	36.83251893
768	36.76508616
769	36.68881927
770	36.64781997
771	36.60317126
772	36.542118
773	36.48429352
774	36.40817729
775	36.35244527
776	36.32594075
777	36.24614122
778	36.16026562
779	36.02185945
780	35.97047378
781	35.92886654
782	35.86308505
783	35.81954339
784	35.75674148
785	35.72081613
786	35.67047207
787	35.62755375
788	35.55161568
789	35.48094949
790	35.42962995
791	35.38226008
792	35.30492158
793	35.19884463
794	35.14643836
795	35.07326255
796	35.03236585
797	34.97275764
798	34.90967174
799	34.8494148
800	34.81003392
801	34.75578713
802	34.66428427
803	34.55503678
804	34.5199986
805	34.4791029
806	34.42209157
807	34.35825435
808	34.3145963
809	34.23812971
810	34.1561484
811	34.10357564
812	33.99303977
813	33.95318466
814	33.92318144
815	33.8854447
816	33.80578857
817	33.78868639
818	33.72446713
819	33.65226967
820	33.61930273
821	33.50004175
822	33.4640893
823	33.38946775
824	33.30425989
825	33.24887044
826	33.18488137
827	33.12491522
828	33.04785401
829	32.95507171
830	32.9040166
831	32.85464826
832	32.83876773
833	32.78394276
834	32.7098458
835	32.66430305
836	32.62762778
837	32.59389102
838	32.53845736
839	32.48431496
840	32.42754398
841	32.39846307
842	32.38821966
843	32.35564946
844	32.29645294
845	32.22082462
846	32.18087053
847	32.14782754
848	32.12857913
849	32.08603899
850	31.98948216
851	31.93111634
852	31.91171703
853	31.88027607
854	31.87580516
855	31.84678338
856	31.78107147
857	31.72896352
858	31.68451314
859	31.62969101
860	31.57387469
861	31.53439094
862	31.5091801
863	31.47831468
864	31.46382086
865	31.40850422
866	31.3564136
867	31.29696664
868	31.25740711
869	31.16301627
870	31.11110397
871	31.05954382
872	31.03280788
873	30.98117992
874	30.93133844
875	30.84383281
876	30.76907353
877	30.726169
878	30.66938762
879	30.60054307
880	30.56853001
881	30.50791227
882	30.43543304
883	30.4205591
884	30.35113901
885	30.30482532
886	30.26404957
887	30.21471642
888	30.16559261
889	30.09306475
890	30.04925357
891	30.00933253
892	29.96080889
893	29.90641263
894	29.86316395
895	29.80555675
896	29.77742465
897	29.76965673
898	29.740672
899	29.6886659
900	29.66539796
901	29.62255567
902	29.57270758
903	29.53891462
904	29.47740076
905	29.40851794
906	29.3693129
907	29.32644004
908	29.27331794
909	29.21936049
910	29.18383493
911	29.18305231
912	29.12359946
913	29.0878601
914	29.06125547
915	29.03231496
916	28.99833244
917	28.9721881
918	28.92918823
919	28.88124154
920	28.82032874
921	28.78212648
922	28.72289497
923	28.6633931
924	28.60361561
925	28.55694916
926	28.50529143
927	28.4484238
928	28.40124288
929	28.34262044
930	28.25597078
931	28.24912527
932	28.20068797
933	28.16048002
934	28.13995752
935	28.0457013
936	28.02449863
937	27.98264289
938	27.93650186
939	27.91109773
940	27.88599206
941	27.84966375
942	27.82069176
943	27.77510871
944	27.76581258
945	27.73503253
946	27.71028656
947	27.65606237
948	27.59768453
949	27.545797
950	27.505856
951	27.48243135
952	27.44094836
953	27.41966345
954	27.35658334
955	27.32846442
956	27.27352565
957	27.25534438
958	27.20508852
959	27.14605318
960	27.10428264
961	27.0966854
962	27.0646463
963	26.98577374
964	26.97380363
965	26.94639469
966	26.90217436
967	26.86744608
968	26.79375275
969	26.72979802
970	26.6854499
971	26.64348454
972	26.6009716
973	26.52786463
974	26.47709757
975	26.4195416
976	26.38540195
977	26.35060423
978	26.28845314
979	26.21703768
980	26.16621321
981	26.13014411
982	26.11689461
983	26.06890594
984	26.05772214
985	26.00712472
986	25.96892714
987	25.92427383
988	25.86137016
989	25.82908229
990	25.80314512
991	25.7763448
992	25.73544278
993	25.70733569
994	25.65198943
995	25.59644569
996	25.58814228
997	25.56143501
998	25.53530034
999	25.49948534
1000	25.44434412
1001	25.41747084
1002	25.39024344
1003	25.35590898
1004	25.32356777
1005	25.31568918
1006	25.27565146
1007	25.24283258
1008	25.21164562
1009	25.1857359
1010	25.15313853
1011	25.11749577
1012	25.10033929
1013	25.08302763
1014	25.02871456
1015	24.93067091
1016	24.90012348
1017	24.86300642
1018	24.82722662
1019	24.76769794
1020	24.73104317
1021	24.67520415
1022	24.65621273
1023	24.62873704
1024	24.59705617
1025	24.57224547
1026	24.55020077
1027	24.51381769
1028	24.4940239
1029	24.49333051
1030	24.47201098
1031	24.44176367
1032	24.41108164
1033	24.38158431
1034	24.34534473
1035	24.29512936
1036	24.23984015
1037	24.21320079
1038	24.17137067
1039	24.15065693
1040	24.131239
1041	24.06625831
1042	24.02976337
1043	24.00542068
1044	23.97475602
1045	23.90633048
1046	23.87508877
1047	23.82588712
1048	23.7782313
1049	23.751383
1050	23.73269636
1051	23.69034503
1052	23.64466207
1053	23.62083879
1054	23.57178062
1055	23.52399281
1056	23.5021777
1057	23.46189408
1058	23.41970549
1059	23.39250336
1060	23.38404967
1061	23.35262141
1062	23.28889358
1063	23.25183825
1064	23.2343556
1065	23.21242389
1066	23.14836004
1067	23.09688526
1068	23.06168659
1069	23.05119275
1070	22.99948883
1071	22.9984247
1072	22.9530927
1073	22.91702215
1074	22.90920478
1075	22.84331296
1076	22.8429261
1077	22.81226449
1078	22.79614841
1079	22.76096836
1080	22.74445722
1081	22.69811841
1082	22.67445744
1083	22.63278686
1084	22.61916445
1085	22.60121892
1086	22.5663417
1087	22.52022642
1088	22.50526652
1089	22.46584038
1090	22.46526325
1091	22.43116599
1092	22.40831435
1093	22.38661071
1094	22.30772801
1095	22.2914328
1096	22.25505482
1097	22.23094524
1098	22.18610684
1099	22.15436578
1100	22.15398907
1101	22.12636158
1102	22.09266279
1103	22.06755271
1104	22.05528624
1105	22.01723927
1106	21.99820197
1107	21.96134694
1108	21.92686559
1109	21.92639471
1110	21.91557529
1111	21.8831794
1112	21.85044222
1113	21.79200608
1114	21.75021856
1115	21.72384663
1116	21.697991
1117	21.66651946
1118	21.64513479
1119	21.60228708
1120	21.56918703
1121	21.53976492
1122	21.48457379
1123	21.44713966
1124	21.40061685
1125	21.351865
1126	21.30387487
1127	21.26456151
1128	21.22056308
1129	21.18045314
1130	21.17214234
1131	21.13061902
1132	21.10509069
1133	21.07869268
1134	21.05375139
1135	21.01171129
1136	20.98603447
1137	20.95989382
1138	20.91914945
1139	20.88640178
1140	20.86903383
1141	20.83689715
1142	20.81048267
1143	20.77679239
1144	20.75438883
1145	20.71729383
1146	20.70031201
1147	20.68294436
1148	20.66603886
1149	20.66565671
1150	20.63862412
1151	20.62416542
1152	20.58459711
1153	20.53304042
1154	20.51381328
1155	20.48283518
1156	20.43946933
1157	20.41543531
1158	20.37698644
1159	20.34773116
1160	20.2919493
1161	20.28604591
1162	20.25554426
1163	20.23176046
1164	20.17894408
1165	20.13270305
1166	20.09195046
1167	20.07173301
1168	20.04900668
1169	20.02819936
1170	20.02781491
1171	19.9942707
1172	19.99391013
1173	19.98037694
1174	19.94035816
1175	19.90380681
1176	19.86928095
1177	19.81204594
1178	19.7595133
1179	19.75507418
1180	19.73579365
1181	19.72363185
1182	19.70989502
1183	19.70772965
1184	19.65795494
1185	19.6575317
1186	19.63554577
1187	19.61287882
1188	19.59881776
1189	19.57385357
1190	19.54202963
1191	19.54021544
1192	19.51725456
1193	19.49801928
1194	19.49767815
1195	19.46186668
1196	19.4353635
1197	19.41961149
1198	19.39552785
1199	19.38965773
